,Text,Score
397,"Thanks to Bobby91w for the extra! Pours a murky reddish brown, like a good barley wine. Thin head. Very sweet-smelling, with lots of ripe fruits - some bright enough to be called tropical, and some darker (figs, dates). A bit of apple cider, and some light brown sugar - definitely mostly malts. Hops are barely present. Flavor is equally sweet, but more like caramel or even butterscotch than brown sugar. Watery palate, but what flavor is there is very pleasant. This ones worth more than the score it has, I think - not fantastic, but satisfying enough.
",0.65
398,"Bottle. Dirty brown pours with a substantial, but diminishing tan head. The aroma is malty with notes of roasted malts, chocolate and nuts. Hint of metal. The flavor is moderately sweet, lightly bitter and lightly acidic. The finish remains sweet with a slight tartness and only a hint of bitterness. Medium body with a lively carbonation and watery texture. Off flavors of butterscotch and metal.
",0.5
399,"on tap-pours a light tan head and dark copper/red color.  Aroma is roasty, medium/dark malt-chocolate/cocoa powder, peat, faint citrus hops.  Taste follows.  Smooth.  Soft carbonation.
",0.65
400,"Typical Brown ale.  Malty nose.  Amber pour with small off white head.  Taste is slightly nutty with a sweetness that I dont care for.
",0.55
401,"8/04/2008:  Dirty Helen Tavern Style Brown Ale is brown in color with golden highlights and a thin, speckly veil.  A faint caramelly-molasses-nutty aroma is barely evident.  The flavor is even more elusive which is okay based on what can be found which includes: steeped roasted malt or bark, sour/burnt malt and fruit but sometimes vacantly sweet, and something slightly nutty.  Weird.  Doesnt even quite cut it to be just ""average"".  This beer feels overly thin and watery on the palate and is completely unexciting.  Overall this is a very disappointing beer that misses the mark.  I am quite surprised by how poor this particular beer is considering the quality of several of Barley Islands other offerings, most noteably the Barfly IPA and Majic Java Stout...	12 fl. oz. bottle from tish.  Thanks!  Rating #69 for this beer...
",0.4
402,"Bottle purchased at Corral Liquors in Granite City, IL. Pours a hazy burgundy with a finger of somewhat creamy, beige head that diminishes to a thin cap. The nose is of a somewhat astringent burnt caramel that transitions to an ""off"" phenolic/plastic note; not terribly enticing. The mouthfeel is on the light side of medium-bodied and almost creamy-slick, finishing mildly dry and astringent. The flavor follows the nose with an additional roasted nut note. This is a decent brown, but the astringency and plastic note detract from the overall effect. Its not bad, but its not particularly good either.
",0.5
403,"A good session brown. Slightly hoppy, nutty flavor thats a tad too watery, but fairly standard for a brown. Pours a light brown with a thin head and some good lacing. The malt character of this one actually is pretty good. Nothing too much jumps out about this one.
",0.5
404,"This brown ale pours a fairly transparent brown amber colour with a small head. Hardly any lacing, this light bodied brown leaves you wondering if there could have been more. Pleasent, yet not very complex it is a friendly tasting brew.
",0.55
405,"12 oz. bottle courtesy of a trade with BBB63.  Pours a mostly clear dark brown with a very thin off-white head that had completely vaporized before my first sip.  Pleasnt aroma of lightly roasted malt and some floral hops.  The flavor is similar with light roast up front and moderate hops bitterness at the finish.  The aroma is perhaps a bit sweeter than the actual flavor.  As others have mentioned, not deserving of its low percentile rank - should probably be around 50 percent.
",0.6
406,"Umber color with hints of garnet when held to the light. Modest, but stable beige head. Grainy aromas with hints of DMS. Some toasted to lightly roasted malts as well in the scent. Light malt sweetness with a touch of toasted biscuits. Herbal hops kick in the middle. Some earth dry malt flavors also come out in the finish and linger. Slightly unclean, but fairly drinkable brown.
",0.55
407,"had bottle brought up to me from a freind. Nice brown murky color, nice frothy head, nose is nutty some malt sweetness. Flavor is slightly nutty a little odd fruityness and not really much in the direction of hops, dry finish.
",0.65
408,"Nice looking beer.  It is a cola color with a cool tan / pumpkin head that hangs around for a while.  Aroma is sweet roasted malt and a bit of hop.  The beer itself is not as sweet as the aroma would indicate.  It is a roasted and bitter flavor and is reminiscent of a porter.  Feels smooth and creamy.  In my book this is an underrated beer at 39%.
",0.6
409,"Nice, dark brown brew with a slightly yeasty taste to it. You can easily smell the aroma hops from this, but it tastes quite bready. A nice beer to have sitting on the porch waiting the sky for whatever, its not too strong and certainly can compliment the senses.
",0.7
410,"33 cl bottle, Indianapolis, IN. Cola colour, faint sweet malt aroma that transfers to the flavor. Some sharp aftertaste on the finish, otherwise a decent beer.
",0.55
411,"Typical brown ale aromas. Dark brown color with a beige ring for head. Medium to full body with fizzy/creamy carbonation. Flavor is roasted caramel with a good amount of non-descript bitter. Its ""sweet"", but not very. The bitter tends to balance it out. More like an APA where the malt got a little too intense. It does seem a tad floral, so that may suggest English similarities. Its a damn good drink, and I suggest it is somewhat underrated.
",0.65
412,"This is a ok brown ale, but really not that different from anything else.  Dogfish Heads  Indiana Brown and Bells Best Brown Ale are better examples of a brown ale.  This is pretty standard, but not as bad as 37 percentile.
",0.65
413,"Pours dark reddish brown with a mostly receding wispy tan head. Aroma of nuts. caramel, alefruits and crackery crystal malt. Taste is sweet chocolate, toffee, mild English hoppiness with some of the earthy characteristics I like from Fuggles. Mouthfeel is medium bodied with soft carbonation. Pretty easy drinking, quaffable brown ale.
",0.65
414,"Decent brown ale.  Cloudy and unfiltered.  Fruity malt taste.  Presents better than it tastes.  Very interested to visit the brewery in Noblesville.
",0.6
415,"Typical brown ale with an accentuated sense of smokiness.  The palate is too thin for real enjoyment--it didnt tingle or glow on the tongue--and it slips into nothingness.  Still, it was drinkable and an easy beer to not find annoying.  Sessionable.
",0.55
416,"Bottle.  Felt like more of a doppelbock than a Brown Ale to me -- very boozy somehow for a 4% beer.  Didnt really get any flavors outside of brusque alcohol and maybe some hops.  A very different beer from Newcastle and I strongly prefer the former.  Best part of this beer is the color: its a beautiful dark red-brown.  Best paired with cold weather and limited expectations.
",0.45
417,"Date: 06/06/2007	Mode: Bottle	Source: Roadtrip		clear dark brown, overwhelming frothy beige head, solid drippy lace, 	toasted malt aroma with an astrengent edge, 	light body, 	toasted and chocolate malt flavor, dry with light bitterness, nutty chocolate flavor grows richer but stays very dry, 		Aroma: 6/10; Appearance: 6/10; Flavor: 6/10; Palate: 5/10; Overall: 11/20	Rating: 2.9/5.0Drinkability: 7/10	Score: *4
",0.55
418,"Pours brown, clear, with a moderate, white head. Aroma is hops and roasted malt. Mody is somewhat watery with a bit of a caramel, sweet flavor.
",0.5
419,"Date: 07/21/2007	Mode: Draft	Source: Brewfest, Indy		dark brown, creamy beige head, 	dry dark chocolate and sweet roasted oatmeal aroma with a hint of tartness, 	rich chocolate flavor, earthy bitterness keeps it balanced, only a hint of sweetness, light bitter finish		Aroma: 6/10; Appearance: 7/10; Flavor: 6/10; Palate: 6/10; Overall: 12/20	Rating: 3.1/5.0Drinkability: 7/10	Score: *4
",0.6
420,"Thanks to Bob, Michelle, and mostly my baby Jana for the 12th annual Indiana Microbrewers Festival today!  On tap @ the fest.  Nose of oats & cereal, coffee and nectar.  The brew is dark walnut with ruby highlights.  The slow cascade meanders into a tan creamy head that is mostly lasting with good lace.  The beer has a fruity & alcoholic start with a roasted coffee finish.  The medium body is creamy and very soft.  The finish feels chalky.
",0.75
421,"Draft sampler at Barley Island. Poured a black color with an average creamy off-white head that lasted and had good lacing. Light sweet roasted malt aroma. Medium to full body with a smooth texture. Moderate toasted chocolate malt flavor with an average smooth finish. Solid drinkable porter.
",0.7
422,"UPDATED: AUG 11, 2006 Had this one from the tap at the brewery. Poured dark with decent head. Has aroma of dark chocolate and coffee. Flavor is pretty smooth consisting of same dark chocolate/coffee taste. This was first porter so I dont have much to compare it to. 		Update- Second trial 07/01/06		For some reason the July batch seemed to have lost some of its flavor. Seemed to be watered down
",0.5
423,"Tap at brewery - Aroma of roasted malt, chocolate, and a touch of coffee.  Pours black with nice brown lasting head and great lacing.  Flavor touches aroma character but doesnt follow up.  Palate is smooth and creamy but too thin.  Tasty and easy drinking, but the body is  too light for a porter.
",0.7
424,"A stinker. Hoppiness would be appropriate with some malt present, but unfortunately, this is maybe the lightest porter on the planet, so the hoppiness seems overdone. I have homebrewed for 17 years and have been disappointed with porters better than this. Three cheers for Diet Porter (or not)!!!
",0.25
425,"Growler shared by Scott.  Pours out dark brown with a faint tinge of burgundy.  Small tan head left some lacing for as long as it lasted.  Aroma was roasted coffee, some notes of chocolate, malt powder.  It was a bit thin in the mought and low in alcohol for a porter.  The flavor was pleasant.  The coffolate combo with a smathering of malted milk balls.  Nice drink.
",0.65
426,"On tap.   Very flavorful porter.  Definitely better than average.  It has the roasty malts flavor that is preferable for a dark variety.
",0.8
427,"From a sampler: This beer pours a dark brown color with a ruby tint. Medium-thin beige head and sticky lacing at the top of the glass. The aroma consists of coffee and burnt chocolate. Medium-bodied and smooth with a decent mixture of coffee, chocolate and malt flavors. The hops come through pretty well in the finish. Overall this is a well-balanced and fairly well-done Porter.
",0.7
428,"This brew poured a small head of large light brown mostly lasting bubbles that left behind an excellent lacing and a semi-opaque uncarbonated dark black brown colored body behind.  It had a very nice caramel aroma and a strong coffee flavor with some noticible caramel.
",0.65
429,"The head was medium sized, tan with fine-medium bubbles.The body was black and the nose was malty and hoppy.The lacing was good with this beer.The flavor was that of roasted coffee and the mouthfeel was smooth.
",0.6
430,"a pretty decent porter.  nice and dark, reasonably thick without being like oatmeal.  very little carbonation.
",0.75
431,"Let me qualify this by saying the verdict is still out for cask brews. This was my first cask sampling and to say the least, I was not impressed. Flavor was watery and nothing outstanding to say about it. It did smell and look excellent.
",0.5
432,"This brew poured a very small head of off-white bubbles that left a good lacing and a transparent uncarbonated light brown colored body behind.  It has a mild malt aroma.  Its mouthfeel is initially thin and watery but finished with a mild buitter aftertaste,  Its flavor was thin with notes of malt, hops and a few spices.
",0.4
433,"This beer had a very small sized off-white head that consisted of fine-small bubbles.The body was clear and no carbonation was observed.The hue was reddish-brown and the lacing was excellent on the sides of my glass.The nose was fruity and the flavor was bitter, hoppy and it left a lingering aftertaste.The mouthfeel of this beer was smooth, thin and watery.
",0.6
434,"Tasted 8/11/10. Sampler from the Brewpub. Hazy with a pale golden hue. White ring of head. Aromas of mild orange, but overall rather faint aromatics. Light to medium bodied and a little thin in the palate. Chalky perfumy yeast and bitter citrus. Dry finish with a dash of pepper. Decent.
",0.55
435,"From notes. Pours the standard orange with a frothy white head. Aroma was nice, notes of spice and citrus, with a touch of pine and grass. Grass come through stronger in the flavor, as does the lemon and citrus peel. Very light mouthfeel. Pretty crisp and refreshing. Another good session beer from BI.
",0.7
436,"On tap at the brewpub.  Pours murky orange with a thick white head.  Very nice aroma of of sweet orange peel, light corriander, and wheat.  The flavor was nice with the orange peel being the prominent spice flavor.  Medium body and well carbonated.  Medium wheaty finish.  Really not all that bad of a drink.
",0.7
437,"Pours light golden with a mostly receding foamy off-white head. Aroma of banana, spicy phenolics, orange peel. Taste is orange peel, banana, light malt. Mouthfeel is medium bodied, lightly creamy from the yeast with lush carbonation. Pretty nice witbier.
",0.7
438,"Looks like they brought back an old one. 4oz draft sample at the brewpub. Color is slightly cloudy straw gold. Aroma is spices and cloves. Taste is over spiced cloves and banana with that belgian yeast flavor. Rather typical belgian wheat, IMO, but the spices and clove were a little strong for me. Fine beer, nothing spectacular.
",0.7
439,"pint at BI - Aroma is yeasty with sharp spice and citrus as it warms.  Pours cloudy brown-yellow with no head and decent lacing.  Flavor matches aroma with a little banana.  Palate is creamy and smooth with some  tartness in the finish.  Not bad and easy drinking.
",0.75
440,"Draft at Barley island. Hazy amber color with a moderate white head that diminished slowly and had fair lacing. Medium sour yeasty aroma. Medium body. Moderate sour citrus flavor with a smooth average finish. Refreshing brew.
",0.6
441,"This brew poured a large head of fine to medium sized off-white mostly lasting bubbles that left behind no lacing and a hazy light amber brown colored body behind.  It had a malty wheat bread like aroma and a banana flavor with corriander and orange notes.  Its mouthfeel was smooth.  This brew goes down very easily and is a very good example of a typical witbier like flavor.
",0.7
442,"The head was large, off-white and it had fine sized bubbles.The body was clear and the hue was orange.This beer left only a fair amount of lacing on the sides of my glass.The nose was that of bananas and the flavor was that of oranges and bananas.The mouthfeel was smooth, thin and watery.
",0.65
443,"cloudy appearance typical of many wheat beers.  has a nice full head, with a typical wit beer taste.  eh.
",0.4
444,"Draft sample at IBGW 2011. Poured clear brown color with an average frothy brown head that was lasting with good lacing. Moderate to heavy ginger, spice and sweet aroma. Medium to full body with a smooth texture and flat carbonation. Medium to heavy sweet spice flavor with a medium to heavy sweet finish of moderate to long duration. Better then my expectations winter brew.
",0.75
445,"Aroma/Malty-Ligth, Appearance Head/size-small, Head/Color-light brown, Head/Longevity-fully diminishing, Body/Hue-light, Initial Flavor/bitter moderate, Finish Flavor/bitter ligth, Palate Body/light, good beer
",0.7
446,"Tulip at BI - Strong aroma of dark chocolate, coffee, tobacco, brown sugar and charcoal.  Flavor has some molasses, burnt dark chocolate malt, dark roast coffee and a touch of bitter hops.  Alcohol is too strong in the flavor.  Palate is ashy and sticky.  Interesting and tasty.
",0.75
447,"Hand bottle... Pours dark with a bubbly, light brown head. The aroma is a glorious swirl of sorghum molasses, pipe tobacco, chocolate and espresso. Full-bodied with a velvety mouthfeel and faint carbonation. The flavor is bold with lots of bittersweet blackstrap molasses and dark chocolate. Black malt and the accompanying ashy bitterness is added to attempt balance. In that regard, this beer fails. However, Im not always looking for balance. Im looking for interesting malts and hops and originality. So far, this brew is grossly underrated. Give it another try... or dont... your loss. Bottle shipped to me by StFun!
",0.7
448,"tap at the brewpub - Pours black with a thin, tan, lasting head.  The flavor is of dark roast malt, some coffee and an alcohol taste thats too forward.  It needs more going on with bigger flavors to keep up with the abv.  Its alright, but for the style, my favorite style in fact, it was really lacking.
",0.6
449,"Tap at BI, this was a real crowd-pleaser at my table.  Pitch pour with light brown head.  Heavy booze aroma with some fusels floating around on top of the chocolate.  Watery body, a bit boozy, chocolate, a little side rumwhiskey.  I enjoyed this, but in the end, about average for draught impies.
",0.5
450,"UPDATED: MAR 10, 2009 New one from Barley Island. Not quite as good as Beastie Barrel, but sessionable nonetheless. Aroma is a tad weak; roasted grain and chocolate. Flavor is the same, nice mix of chocolate and roast, with a touch of cream and grain. Slightly boozy with a small burn. Mouthfeel is a little too watery. Overall, nice but not exceptional.**** Liked this much better the second time around, much more roast and a creamy mouthfeel.
",0.75
451,"Bottle.  Burnt coffee bean and roasted malt aroma.  Pitch black with small long lasting tan head and nice lacing.   Slightly sweet dark chocolate malt and burnt coffee flavor.  Nicely blended.  Nice strong stout.
",0.7
452,"12 oz bottle. Poured dark with a frothy head. Smells of roasted malts, with flavors of metal and slightly sour after taste. An interesting style.
",0.65
453,"Bottle shared with Hogtown Harry, blankboy, and biegaman, courtesy of blankboy.  Decent roast aroma.  Dark brown, small white head.  Some chocolate in taste, very strong roast.  Very dry.  Good stuff.
",0.75
454,"Bottle shared with HogTownHarry, tupalev & biegaman -- my bottle courtesy of lewis13. Pours black with ruby hues and a large mostly-lasting light-brown head. Aromas a tad sour and lactic along with lightly roasted malt and some chocolate. Flavours roasty with some chocolate and hints of coffee and hops. Medium bodied. Not sure this should be qualified as a ""Sweet Stout"", its too ""burnt"", but its a pretty good Stout nonetheless.
",0.7
455,"12 oz bottle shared with padrefan.  Very chocolate and roasty malts on the aromas.  Nice dark pour with a decent head.  I should have just smelled this one all day.  The flavor fell off a bit with some metallicness and a sour twang that didnt seem to fit in.
",0.7
456,"Bottle (12oz).  Shared with blankboy, biegaman and tupalev - blankboys bottle.  Deep ruby-brown, small frothy off-white head.  Sweet roasty aroma, very light hops.  Malty, bitter and roasty - long bitter finish.  Slick astringent body, fairly flat, carbonized.  Good, not great - a little too burnt for a ""sweet"" stout.
",0.7
457,"12oz bottle from the Hop Shop.  Pours black with a fair tan head that stays a bit and leaves some lace.  Aromas of dark chocolate, some coffee, and some roasted and burnt malts.  Flavor is quite burnt with good roasted malts, dark chocolate, and some slight caramel flavors around the edges.  Interestingly roasty throughout.  Medium bodied with a creamy mouthfeel and a dry finish.
",0.75
458,"a very very good oatmeal stout.  IMO this rivals Goose ISlands and thats my current fave.  this is full bodied and nutty.  the aroma is walnut, almond, and chestnut with toasted marshmello with a LOT of roasted malt that gives this beer the feel that it itself was roasted on a barbeque.  interesting.  flavor is LOTS of nutty flavors with some marshmellow and graham cracker (Its a smore!!) with lots of milk chocolate and a little light roast coffee.
",0.8
459,"Opaque beer with a small tan head.  A little thicker than what I remember of other oat stouts.  A very sharp bitterness/roastedness in taste that leads to a bitter finish.  Faint grassy hops in aroma and taste.
",0.55
460,"Pour is a black with a tan head.  Aroma is dark chocolate, toffee and coffee.  Flavor is roasty and smooth.  Some chocolate and coffee.  Pretty good oatmeal stout.
",0.7
461,"Bottle.  Malty chocolate and roast aroma, touch of air let out of a tire.  Pours opaque black with a soon-gone dark brown head.  Bitter, roasted, and burnt taste.  The stale air continues to plague this one - is it oxidation?  Lasts through the aftertaste.  Potent initial taste, will give it that.  Some oats and acidity, and a light woody note to accompany the mild bitterness.  Medium-light body with an occasional swish of sweetish creaminess.  Touch of hop prickle in the finish.  Needs some work before I award it the seal of approval.
",0.55
462,"Bottle... Pitch black ale with a tiny, creamy, light brown head; gone in a flash. Chocolaty, coffee nose with touches of light molasses, vanilla bean and oxidation. Semi-sweet chocolate, coffee and caramel flavor. Burnt, moderately bitter notes. Medium-bodied and lightly creamy with soft carbonation. Chocolaty, mildly bitter, dry finish.  Thanks to MIC2A for handing off the bottle prior to our short excursion to Jolly Pumpkin in Dexter, MI
",0.6
463,"Pours close to black with a brown / orange head.  The aroma has roasted malt with cream.  There are some coffee notes along with bits of char and some vanilla.  Medium body with light carbonation.  The flavor starts with a light citric taste, then comes the char and coffee along with some dark chocolate.  The finish has some spice and then the char slips back in and stay with you.  A decent oatmeal stout - not sure of the age, but this seems like it was a bit aged and would be quite nice fresh.
",0.7
464,"bottle-thanks to vyvvy for the sample.  pours deep brown, almost black with a soapy, big bubble brown head that changes colors depending on the swirl in the glass.  aroma is big fresh roeasted coffee, cigar, char, dusty esters, dark chocolate-really smells tasty!  nice char and dark chocolate flavors.  lightly metallic finish which hinders the flavor profile here.  body is somewhat thin and watery.  this is a fairly good oatmeal stout that would really rock fresh on tap!
",0.7
465,"Bottle and served in my Stone IRS snifter: Pours a deep brown hue that is close to opaque with a fading frothy tan head and the remaining ring left good lace upon the glass. The aroma has notes of chocolate, smoked, nutty malts, oatmeal, prune, coffee, and some grassy hops. The flavor profile is sweet mocha,  toasted grain, walnut, with a light background of acidic fruit and some mild bitterness. The aftertaste does display a bit more hop and coffee bitterness but not much. The mouth feel is medium bodied, slightly oily and carbonated just right matching the flavors. Well not huge or earth shattering, a solid Oatmeal Stout and quite drinkable. Worth another try, could be really good if found on hand pump.
",0.7
466,"Bottle. Pours black with minimal red hues coming out. A small tan head forms and disappears shortly. The aroma is smoky, oaty, and full of very dark mocha and toasted hazelnuts. Nicely roasty in the mouth with thin chocolate and a hint of instant coffee, though some tasty notes of toasted notes hold everything together. This is a pretty good quaff.
",0.7
467,"UPDATED: FEB 4, 2007 draft - Pours black with a big, lingering head and nice lacing.  It has a decent oatmeal and roast malt aroma.  The flavor includes the roast malt and some coffee notes.  Theres very little hops to be found and a light, roasty finish.
",0.65
468,"Bottle, thanks to NachlamSie. Pours thick and black like tar, with some mahogany only at the extreme edges; brown, slowly-fading head. The aroma has a lot of sweet chocolate, nuts, and some coffee and toffee. Come to think of it, it reminds me a lot of chocolate biscotti. The flavor is very nutty with some roastiness and bitter chocolate. The finish is mellow and toasty. Has a nice oily oat texture. I like it.
",0.7
469,"Timing is everything. This pours to a deep, opaque balck, with a long thick long lasting tan head and excellent lacing. Aroma is very strongly coffee, toffee and chocolate. Flavor is more of the same.....and malty. Thick body, and rich, warm finish. I drank this on a hot summer day, yet rated it as if I were having it in late fall, on a cool night. A good beer in the right place and time.
",0.7
470,"Thick, dark, black body with no head.  Metllic, matly aroma -  its not really that great. just OK.  The flavor is surprising filled with bitter cocoa, and roasted malts.  I really dont detect anything oatmealish about this beer.  Slightly sweet finish.  Very light and refreshing, and would go well with food.
",0.65
471,"Bottled - rich dark pour with small tan head - roasty, coffee aroma - fairly strong, dry, dark chocolate taste - really quite pleasant - a little thin near the finish, but otherwise a nice, drinkable stout.
",0.65
472,"UPDATED: JUN 3, 2006 12oz bottle-A nice malty coffee smell with a huge head and not sure if it was overcarbonated or infected. very faint dark roasted flavor on the front end but became more abundant on the back end.	Not good or bad.
",0.65
473,"12oz bottle acquired in trade atpayne (thanks!). Opened to a loud Psst. This one poured all head. Eventually settled into a dark black with red edges. Aromas of chocolate, coffee, roasted malts, and some oatmeal. Nice aromas. Tastes of bitter coffee, with light chocolate and roasted malts. As expected with the pour, the body was on the over carbonated side.
",0.65
474,"Monster head that vanished quickly. Didnt do a whole lot for me at all. There was a long lasting semi bitter finish. But that was about it. Very bland.
",0.55
475,"Nice color and aroma, just not very stout for a stout. Taste was of coffee and malt. Malt flavors lingered a little too long.
",0.55
476,"Looked and smelled promising.  Picture perfect stout appearance (though the head deflated rapidly), and the aroma was spot on chocolately coffee.  The palate was watery and not creamy at all.  I would even say slightly gritty.  The taste of the beer left the most to be desired.  It was a shadow of its aroma mostly tasting like burnt coffee with the slightest sweetness and chocolate.  In the end, better than Guiness, but not by much
",0.55
477,"Dark beer, thin brown head.  Aroma is of chocolate and alcohol, but flavour is bitter, malty, chocolate aftertaste.  Palate is unpleasant.  Not too much flavour, and flavour doesnt match the aroma, nor do they even compliment each other.  not necessarily offensive but not amazing in any way.
",0.7
478,"Dark with thin tan head that quickly disapates.  Nice aroma.  Drinks very smooth, sweet with good balance of coffee and chocolate.  My first beer from Barley Island, and definately will go back and try others.
",0.75
479,"12oz - Aroma is rich and malty.  Roasted chocolate malt and oatmeal.  Pours black with medium brown head and good lacing.  Flavor matches aroma.  Palate is creamy and smooth.  An easy drinking stout.
",0.75
480,"12 oz bottle.  Poured a dark brown with a thin tan head. The nose was very malty. The flavor was fairly smooth with hints of chocolate malts, a bit of oat, and a little coffee.  Not as smooth as a lot of this style are, but a decent beer.
",0.55
481,"Bottle.  Pours a dark mahogany with a thin caramel color head which quickly disapates. Powerful aroma of sweet roasty malt.  Creamy texture that lasts.  Big time flavors with chocolate, vanilla, coffee all nicely balanced.  Thanks Em!
",0.8
482,"Black through and through with a nice chocolate color head.  Mild roasted oat flavors -- sort of like roasted cinnamon oatmeal.  Coffee nose.
",0.75
483,"Pours inky black with rich but minimal tan head, low carbonation.		Smells of cinnamon, hint of molasses, roasted coffee, cereal grains.		Viscous and chewy on the tongue, though low in carbonation.		Rich roasted chocolate up front, very syrupy with hints of hop presence on the back end.  Not too much different than most oatmeal stouts Ive tried, only richer.  Overall balance is exceptional.		Some may find the rich sweetness to be overbearing over the course of one or two pints, but not this guy.  Leaves a stickiness on the lips and palate, so it may be ruinous to the effect of follow up brews, but its reasonable enough to make a fine nursing beer over the course of an evening.
",0.9
484,"Surprisingly rich and full-flavored after sampling some of their other light/appease-the-masses offerings. Rich malty, roasty aroma. Velvety body thanks to oatmeal, very good balance of malt, roastiness and hop. Nice full body. Keep this one, kick up the Blind Tiger( a quite good, but underdone offering) and scrap everything else on the regular tap. You are in a great location - quit pandering to the masses. Make more beers like this and people will find them on reputation.
",0.8
485,"Poured an opaque black color with a huge tan head that left light lacing on the glass.  Aroma of creamy milk chocolate, vanilla, roasted malts, nuts, and dried fruit in the background.  Taste of roasted coffee, chocolate, faint hoppiness.  Carbonation / gritty mouthfeel, though it was still nice.
",0.75
486,"Pours black with big tan head.  Like the other Barley Island I tried, much too carbonated for the style.  Roasted malt and very light coffee in the aroma, and also a bit medicine-like.  A little bit of coffee in the aroma, but it is carried away with the over-the-top carbonation.  Thin on the palate.  Dont know how long ago bottled.  Either old bottles or poor process control leading to the medicinal aromas and flavors and high carbonations from this brewer.
",0.5
487,"Dark chestnut/garnet body topped by a small tan head.  Pleasant aroma of coffee, vanilla, chocolate, sweet malts.  Medium body with minimal carbonation, but a little on the watery texture.  The flavor was an appealing coffee/vanilla/chocolate blend.  This was quite a surprise and my thanks to beer buddy Brian for providing this treat.
",0.7
488,"Dark, frothy and with a touch of sweetness.  Light on the hops, but well orchestrated with the malts. A vanilla bean and light coffee prescence. Smooth on the palate and very drinkable. Id put it on the upper end of ""run of the mill"" stouts.
",0.7
489,"Deep chestnut brown body, thin light tan head.  Dry chocolate, mocha, and marshmallow aroma, quite toasty.  Sharp chocolate flavor, mocha, and toast with some roasted acidity.  Relatively thin-bodied with a decent flavor profile.  Bitter roasted malt finish.  Wood and even a hint of vanilla peek through the roasted malts; I understand why barrel-aging this beer was so successful.
",0.7
490,"Bottle pours black as night, large frothy light brown head, with attractive lacing.  Burnt malts, espresso, and cocoa on the nose.  Slight burnt malt, roastiness up front, but surprisingly this one has very little bite.  Fairly smooth mouthfeel, decent body, but the overall flavor is quite light.  Finishes very quick, and with only a sublte hint of roasted malts and hops.  Looks great, tastes good, but lacks any real umph.  Lingering hop bitterness.  Thanks goes out to atpayne for the trade! 
",0.7
491,"Bottle. Poured a small sized tan head with fine-medium sized bubbles that were mostly lasting. Uncarbonated, opaque and a dark brown hue. Malty, burnt, roasted and coffee nose. Coffee, roasted and burnt flavor from start to finish. Smooth palate. Fair lacing.
",0.75
492,"This bottled brew poured a small head of fine to large sized brown colored mostly lasting bubbles that left behind a good lacing.  The head was notably weird in that it had large sized bubbles on the left side of my mug and finely sized bubbles on the right hand side!  The body was opaque with no visible carbonation and light black in color.  The aroma was very nice with malt molasses and brown beer notes and a mildly vinous coffee scent.  The mouth feel was initially very thick with malty and mild coffee notes and a lingering mild coffee malt bite in the finish.  The flavor was thick with malt and coffee notes.
",0.75
493,"Opaque black color with a brown head at the pour that is quickly dissipated.  Sweet malt nose as befits the style.  Mouthfeel is full and smooth.  The initial taste is dry, but gives way to a proper sweet aftertaste.  Surprisingly complex, but not deeply so.  Decent effort.
",0.65
494,"Hometown brewpub, I'd like to see them succeed because Indiana needs lots of help converting the masses away from the commercial swill they are so used to drinking.  Nice deep brown color with a creamy dark tan head.  There was a good smoky aroma that overpowered anything else that may have been present.  The flavor was dominated by a combination of smoky and coffee roasted malts.  It's a decent beer but I've had much better stouts.
",0.65
495,"From a sampler: This is a beer that I wish I had brought home in a growler. It is also one available in bottles. Pours almost black with a thick tan head an good lacing. The aroma is a pleasant blend of roasted coffee, malt, and chocolate. Very rich and satisfying with a strong cocoa/coffee flavor. Malt, caramel and hops are all in there for good measure too. The finish is long and roasty. This is easily the best beer from the brewpub as far as I am concerned.
",0.85
496,"12oz bottle pour. leaves the bottle damn near black and with a minimal tan head. looks really nice in the glass! roasted malts, coffee beans and some chocolate hit your nose. the texture is creamy and full bodied. you pick up on some roasted coffee flavor and chocolate but neither are overpowering. very tasty.
",0.65
497,"Full bodied beer with a strong blend of malts and chocolate.  Pours pitch black and it great alone or with a meal.  Finishes smooth.
",0.85
498,"Sweet malts in aroma.  The flavor is mild coffee, chocolate and smooth in texture.  Subtle in flavor, the coffee is the dominating flavor although not dominating, a very good all the way through.
",0.8
499,"[Bottle] Nearly black, clear pour with a light brown head. Roasted malts, oatmeal, chocolate and coffee in the aroma. Similar roasted grain taste throughout. Distinct smoky notes add a pleasant dimension to this brew. Sweet chocolate and residual brown sugars keep this beer on the sweet side despite the smoke. Burnt bread and light vanilla hints in the finish. A nice body and pleasant finish. A good one.
",0.75
500,"Dark roasted malt aroma. Pours pitch black with thick brown head. Lots of dark malt flavor with lingering roast malt aftertaste. Some dark malt astringency which is okay.  Overall a very nice oatmeal stout.
",0.8
501,"12 oz. bottle. $1.60 single @ Binnys. Nice chocolatey smell in the bottle neck. Also in the glass, with no sourness like a regular stout, nor alcohol. Tan colored head atop a opaque black body. Taste is very smooth as befits an oatmeal stout. Dark malts without the bitter ""roastiness."" Malt is thick and sticky on my lip. Again, alcohol in moderation here. Easy to take down with no ill effects.I would wish this had secondary fermentation instead of carbonation for an even smoother texture, but its wonderful just as it is.
",0.75
