,Text,Score
2499,"Bottled. Hazy pale nutbrown colour, mediumsized off-white head. Aroma is wheat, banana, some fruits and mild notes of caramel. Flavour is wheat, citrusfruits, some yeast and mild peppery notes as well.
",5
2500,"Very cloudy, deep tan-amber colour.  Thick head.  Very rustic aroma is spicy, yeasty, almost bretty.  The body is actually a little overattenuated for the style, with faint phenols and some meaty bread notes and dusty yeast.  A very rustic example, to fit the rural setting.
",5
2501,"Draft at brewery. Deep glowing orange with big head. Cheesy, off aroma is similar but also different from the weizenbock. I almost smell ammonia but then again, it really just smells rustic more than anything else and manages to remain ok. Sweet finish with not a lot of banana esters. Has a nice cereal grain entry and a correspondingly granular body. Finishes light, and dry with a hint of malty sweetness but isnt sticky or yeasty or even very fruity. Odd as its sister beer!
",1
2502,"Had one half glass at friends...very cloudy pale amber vanilla and heavy clove aroma, clover and phenolic flavor, borderline pleasant to strong, worth trying if you see it
",5
2503,"(bottle) Cloudy and hazy amber colour with a mid-sized foamy almost white head. Intense aroma of ripened oranges and cloves, moderately sweet wheat-malty. Smooth mouthfeel, medium bodied, sweet malty and fruity taste with a yeasty and clovy, slightly hoppy finish. Aromatic and quaffable Weizen.
",1
2504,"this is a bit of a dodgy rating but this was the first german wheat beer i tasted so it left quite an impression. i tasted it 8 years ago when visiting a friend in passau. i couldn't get over how good it looked compared to flat aussie schooners of lager. i was also taken aback by the vanilla aroma and just how drinkable it was. i will have to try this one again
",1
2505,"Very wheaty, yeasty aroma. Appearance is an attractive light orange. When care is taken to ensure all of the bottles yeast has been poured into the glass, the hue becomes a dark orange. Rocky, marshmallow head. Flavor is sour and wheaty. Of all the hefe weizens I had while in Germany, this was toward the bottom of the list.
",1
2506,"Bottle: Golden and cloudy, stable mid-sized head , sourish diacetyl and caramelly grains in the nose; light sweetish-sourish flavour, light bodied, at least soft, slightly lingering fruity-sourish finish. Yuk......
",1
2507,"(bottle) Cloudy, orange-golden colour with a loose medium-sized and slightly off-white foamy head. Yeasty and slightly sour doughy malty aroma with notes of sweaty hops. Slightly sour flavour, light bodied with a moderate carbonation. Slim and subtle yeasty-fruity malty taste with a tinge of hops and barnyard in the background; slightly sour and minimally bitter finish with delicately grainy notes in the aftertaste. Somewhat refreshing and rural brew but not overly convincing. 14.VIII.11
",1
2508,"bottle, courtesy of pivnizub. Cloudy golden colour, large white head. Yeasty, wheaty and slightly fruity (banana9, with a dry and smooth palate.
",1
2509,"Bottle from pivnizub, many thanks. Dark brown color with huge white head. Nice lacing. Fruity aroma, with some spices, some sourness. Taste, wheat, banana, orange, clove.  Spicy, bittersweet finish. Nice.
",5
2510,"Bottle: Amber coloured, stable creamy off-white head, moderate to solid sweet-sourish aroma: oranges, orange peel, caramel and wheat; solid sweet-sourish flavour, medium to full bodied; lingering caramelly-orangey finish, chocolate and wheat in the aftertaste, accompanied by a little tartness. Superb Bock.....
",5
2511,"Bottle, thanks pivnizub. Probably the fullest commercial bottle I ever opened, there was beer to the brim. Cloudy brown, small UFOs, brown-white lacing head.  Banana, chrismas spice and bread aroma. Somewhat astringent on the palate, lemon, pumpernickel with banana, spices and some jelly. Meshes together on the third sip. Bready aftertaste. Solid dry mouthfeel, sparkly - overall quite easy to drink.
",1
2512,"Hefig-frischer Antrunk, in dem das Malz zwar prsent ist, sich aber vorerst nicht in den Vordegrund stellt. Erst im Mittelteil etwas malziger, dennoch ist die Hefe weiter stark vorhanden. Das Malz breitet sich allerdings im hintergrund aus und wird etwas rstig, leicht kruterartig und schokoladig. Die Intensitt ist angenehm, fast ist der Weizenbock als sffig zu betiteln. Nun wird das Bier allerdings schwerer, auch die Hefigkeit scheint nun behbiger. Dunkel, angenehm hefig, kaum sprbar suerlich im Hintergrund. Das Bier bliebt nun auf diesem wrzigen Level, im Nachgeschmack ndert sich abgesehen von einer trockenen Ankndigung nichts. Der Bock gleitet langsam aus, absolut spitze ist der wrzige, noch lang haltende Nachgeschmack. Super Weizenbock! 9/12/12/13/11/12
",5
2513,"Bottle looks really good as well as the beer in the glass. Dark, nice head. Yeasty-malty aroma. Starts strong, quite yeasty, fruity like orange. Finish more and more malty, a bit sourish, unbalanced. Not really drinkable. Not my favourite.
",1
2514,"Bottle sampled at Papss on 8/30/09: Slightly hazy dark copper amber color with a large frothy white head.  Aroma of sweet malty wheat with a hint of caramel and clove with some banana yeasty esters.  Starts with pretty good fullness and sweet dark caramel and wheat along with a clove spice and banana fruitiness before a doughy semi-sweet finish.  A pretty true to style weizenbock with lots of clove character.
",5
2515,"From Koelschtrinker via trade.  Poured a cloudy pale brown color with a nice off-white head and spotty lacing.  The aroma was tons of sweet malts, spicy cloves and some yeast.  The flavor was clove, malt and yeast with a touch of unchecked alcohol.  Thin mouthfeel.  Drinkable.  Not bad.
",5
2516,"Bottled. A hazy amber beer with a light tan head. The aroma has notes of wheat, caramel, cloves, and oranges. The flavor is sweet with notes of wheat, caramel, and cloves, leading to a dry wheaty finish. Thanks Timo for bringing this to Denmark.
",1
2517,"Bottle at Papss - Thanks. Cloudy golden - white head. Banana, berries, wheaty, sharpness, orange, yeasty,citrus, fruity, caramel, light acid. v.
",1
2518,"Hazy orange with a medium off white head. Sweet yeasty aroma with malt, wheat and caramel notes. Sweet yeasty flavour with malt, caramel and banana notes. Finished sweet.
",5
2519,"50 cL bottle, courtesy of Papsoe/Timo. Pours hazy orange with a small white head. Aroma dry estery and wheaty aroma. Dry wheaty, light fruity and mild acidic. Distinct estery flavoured. Bitter and acidic estery flavoured finish.
",1
2520,"Bottle 50 cl. Courtesy of Timo. Cloudy dark amber with an off-white head. Strong aroma of fruit, yeast and phenols. Medium body, spicy fruitiness, yeast and an almost medicinal and phenollic character. Dry finish. 300809
",1
2521,"Cloudy dark tawny brown with thick head.  Rather meaty aroma with some graham crackerish notes, with a rusticity thats hard to pin down.  Sturdy alcohol.  Again a touch thin, fizzy with some crackery notes and a light yeast signature in the off-dry finish.
",1
2522,"Bottle 50cl. @ home.Unclear hazy, sparkling, medium orange amber color with a large, frothy, good lacing, mostly lasting, off-white to light beige head. Aroma is moderate to light heavy malty, caramel, fruity, chocolate notes, light to moderate yeasty, light banana. Flavor is moderate to heavy sweet and chocolate bitter with a long duration. Body is medium, texture is creamy, carbonation is soft. [20090605]
",5
2523,"Draft at brewpub. Murky mahogany-brown with a thick tan head. Looks meaty. Smells meaty/gamey too. Some phenols, with earthy minerals in the nose too. In spite of the flaws, actually does not smell so bad. Has a great palate and the flavors are actually quite nice. Off-dry finish, and a higher ABV works by mellowing what could have been too many residual sugars. Its a pretty nourishing but strange brew.
",5
2524,"Cloudy brown body with a superb foamy beige head. Moderated aroma with some light spices like clove and vanilla, some banana and citrus. Smooth mouthfeel, banana and fruity taste with some spicy clove, nice lemony flavor. Minimal roasted characfter in the aftertaste, fine.
",5
2525,"(bottle) Murky brown colour with a big foamy beige head. Yeasty and clovy aroma with banana and sweet wheat malts. Sweet and fruity flavour, medium body, lively carbonation. Moderately sweet wheat-malty initial taste with loads of banana fruitiness and a note of bubble gum. Clovy and fruity crispy finish with a well integrated and warming alcoholic note. A good and tasty, even refreshing Weizen Bock.
",5
2526,"Bottled (BB 01/2005)	Hazy nut brown colour, floating yeast, good tanned and cloudy head. Crisp and sour banana and wheat aroma. Mouthfeel is sour with good-bodied wheat character and crisp citron and lemon flavors. Sourness makes this quite unique beer, also a bit hard to drink in quantities.
",1
2527,"(Bottled) Hazy light brown color with medium, lacy head. Quite strong and distinctive, fruity aroma with yeast and old socks. Very fruity, sweetish, slightly sour flavor. Medium-bodied, slightly sugary palate with medium carbonation.
",1
2528,"bertriebene Schaumkrone, ich brauchte 10 Minuten, um das Bier gnzlich ins Glas zu schtten. Mild malziger Antrunk ohne groen Tiefgang. Leicht herb werdend und bleibend, im Hintergrund scharf, etwas alkoholisch. Dennoch ist das Bier nur wenig aromatisch und kann das vorhandenen wrzige Potential nicht nutzen, einzig das Malz bildet zumindest eine solide Basis. Feinhefig zum Schluss, in der Intensitt weit unter dem Malz. Ein ungewhnlich mildes Bier. 13/8/7/7/8/7
",1
2529,"Bottle thanks to blutt59. Murky light brown with a large off-white head. Aroma is of banana, clove, and yeast. Taste is of sweetmalt and banana.
",5
2530,"Bottle thanks to blutt59.  The smell is banana, clove, yeast, and alcohol.  The look is cloudy, light tannish colored.  The taste is sweet, fruits, banana, esters, yeast, and clove.
",5
2531,"Bottle thanks to blutt50. Orange pour, soapy head. Dark fruity aroma, with clove, cinnamon and spice. Flavor is white pepper, bready yeast, esters, and bananas.
",5
2532,"bottle thanks to blutt59.   murky brown with a beige head.  nose is wheat and circus peanuts.   not bad on the palate with a heavy flavor of circus peanuts.
",1
2533,"( 500ml bottle thanks to blutt59) Pours clear brown with nice head and good lace. Nose of dark fruits. Tastes like milk chocolate, raisins with a watery body. Very drinkable.
",5
2534,"bottle, via trade with koelschtrinker, hazy light brown with huge foam, sweet fruity aroma, flavors are stewing fruits and a wheaty, grainy finish
",1
2535,"( 500ml bottle, courtesy of blutt59 )  Pours a cloudy amber body with a tall aggressive (gusher) off-white head.  Aroma of wheat, banana, and light chemical.  Flavor of wheat, clove, pear, and banana.
",1
2536,"bottle thanks to blutt59.  poured a light brown with an off-white head.  aroma of caramel, spice, cinnamon, and grains.  flavor was caramel, citrus, spice and cinnamon.  light body with high carbonation.
",1
2537,"Bottle thanks to blutt59. Pours a cloudy brown with beige head. Aroma of some nice clove, banana, malt and caramel. Flavor is tasty, malty, banana, clove, some light dark roast, faint caramel. Mouth feel is light-medium body with lively carbonation. Overall, tasty brew!
",5
2538,"Bottle courtesy of blutt59.  Clouded brown red pour with a ridiculous amount of sediment. Sweet smell with a molasses type aroma. Feel is all in the back of the throat. Taste has some dry elements and a sweeter malt tingle. Spicy finish, almost a ginger feel.
",1
2539,"Bottle thanks to blutt59. Marked as the 7.7% ABV version. Gusher with a large tan head a hazy amber brown body and some particles. Aroma of apple, raisin, alcohol, wheat and plantains. Taste is yeasty with wheat clove and harsh banana. Lively carbonation.
",5
2540,"Bottle 50cl. @ home. [ As Andorfer Weizendoppelbock Claudiator ]. Unclear sparkling medium orange amber color with a huge, frothy, excellent lacing, fully lasting, off-white head. Aroma is moderate malty, wheat, caramel, moderate yeasty, strange sharp yeast, banana - rubber. Flavor is moderate to heavy sweet and moderate rubber bitter with a average to long duration. Body is medium, texture is creamy, carbonation is soft to lively, finsh feel is light to moderate alcoholic. [20090603]
",1
2541,"Bottle from MoritzF, with my thanks for this rare sample. Peacharoma. Pear flavor with roasted malt. Very malty, as expected, but strangely enough the fruit dominates. Pear and banana, caramel.
",1
2542,"(from the tap at the Brauhaus in Passau-Ries) Hazy and muddy brown colour with a huge and very firm and steady beige foamy head. Strong clovy and yeasty aroma with strawberry and banana notes, sweet (wheat-) malty flavour and taste, dried fruits, mainly raisins, plums, silky textured mouthfeel, medium to full bodied, well-balanced bitter, slightly tart and clovy finish with a well bound warming alcoholic note. Very complex and balanced Weizenbock.
",5
2543,"Bottle (courtesy MoritzF): Hazy, chestnut coloured, mid-sized, fluffy and stable off-white to reddish head; big fruity (dried fruit) nose, cloves, and a tinge of sweet malts and alcohol; sweet full flavour, quite full bodied; slightly sweet-bitter, fruity and a bit tart finish with an illusion of a Ruby-Port. Well quaffable and deceptive..................
",5
2544,"Bottle: Orangey-golden coloured , small & stable creamy head, vegetables (onions, cabbege - cased by ""bad yeast ?) and minerals in the caramelly-wheaty nose ; moderate sweet-sourish flavour, light bodied, soft; vegetables returning in the sweetish-caramelly and sourish-wheaty finish. Not really good....
",1
2545,"(bottle) Cloudy, deep golden colour with a tall and slightly off-white foamy head. Yeasty, distinctively banana-fruity aroma with a present wheaty touch with delicately phenolic spices. Moderately sweet and slightly sour flavour, light bodied but not watery with a spritzy carbonation. Wheaty and yeasty taste with notes of banana and a tinge of citric sourness, especially towards the mildly sweet and slightly tart finish. Clean and refreshing Hefeweizen. 15.VIII.11
",1
2546,"(swing top bottle) Hazy and murky brown colour with a fluffy off-white and stable foam. Dusty and yeasty, light-sweet wheat-malty aroma, slightly fruity (banana) with cola. Watery, light-bodied mouthfeel with medium carbonation. The taste is slightly wheaty and fruity; again with a touch of cola; slim and light-clovy finish. Not a very convincing Dunkelweizen.
",1
2547,"bottle, bought at the brewerys Getrnkemarkt in Ergenzingen. Cloudy pale brown colour, large woff-white head. Malty, hints of caramel and wheat, slightly yeasty. A bit thin, though.
",1
2548,"Bgelverschluflasche (Dank an Stefan!): Hazy, deep amber coloured, rather quickly collapsing off-white head; sourish dark-malty nose; moderate sweetish-sourish flavour, medium bodied, soft; almost adstringent acidity in the lemony-caramelly finish. O.K., not overwhelming.....
",1
2549,"(swing top bottle, courtesy of Quack-Duck) Hazy, dark brown colour with a beige and thick foamy head. Sour and ashy wheat-malty nose with notes of dark and red berries, light hints of bubblegum and cloves. Sour and slightly sweet flavour, light to medium bodied with a moderate carbonation. Wheaty, dark malty and slightly ashy taste with berry-fruity notes and phenolic spices; quite dry and sour-fruity finish with present cloves. 13.I.09
",1
2550,"Bottle 500ml. w. swing top.Clear light to medium yellow color with a average to large, frothy, good lacing, mostly lasting, white head. Aroma is moderate to light light heavy lemon, artificial lemon - citrus. Flavor is moderate sweet with a average to long duration, citrus, fresh. Body is light to medium, texture is watery, carbonation is soft. [20101017]
",1
2551,"Bottle 50 cl. Courtesy of fonefan. Pours yellow with a slight haze and a small white head. Very lemony aroma - fresh. Light body, very dry and tart lemon accents. Dry finish. A good Radley without the cloying sweetness. 171010
",1
2552,"Had all three of these werneckers at a little festival in orbendorf (hope Im spelling that right). This smells fine. The first flavor is of beer, but then the sprite soda flavor dominates the end. seems very much like a soda. Good, but why drag down their excellent pils by adding anything?
",1
2553,"Golden of color with a white head. An aroma of butter and hops. A flavor of butter and hops - grainy.
",1
2554,"Bottle from Getrnke Fritze, BergtheimBlond color. The aroma is light, with a very light earthy touch and traces of butter. The flavor is as well anonymous, with more traces of diacetyl. Boring.
",1
2555,"Sffiger Antrunk, etwas s, dezent getreidig. Mild, ein hopfiger Ton ist nur uerst schwach vorhanden, die Getreidigkeit nimmt leicht zu. Die Se bleibt konstant, das Bier verndert sich nicht wirklich. Mildes Sommerbier. 	 	Test vom 8.11.2007, Gebinde: Glasflasche 	Noten: 9,8,11,8,8,8 - 8,55
",1
2556,"Bottle, courtesy of fonefan. A clear, pale golden beer with a small, off-white head. A bit grainy on the nose, quite fruity too. The flavor has a little pleasant bitterness to support the pale malts. Some lemony notes, and luckily not as grainy as the aroma. Medium body, dry. Long, bitter and slightly grainy finish. A boring aroma leads to a nice flavor. Quenching and quite pleasant. 110129
",1
2557,"Bottle 500ml. w. swing top.Clear medium yellow color with a average, frothy, good lacing, mostly lasting, white head. Aroma is light moderate malty, grain, hay, toasted, malty. Flavor is moderate sweet and light to moderate bitter with a average to long duration. Body is medium, texture is oily, carbonation is soft. [20110129]
",1
2558,"Bottle 500ml @ fonefan	Pours clear pale yellow with a white head. Aroma has notes of hay and malt. Taste is light sweet. Body is light, texture is thin, carbonation is soft.
",1
2559,"Bottle 50 cl. Courtesy of fonefan. Pours a clear yellow with a white head. Sweet and clean malty nose - very German. Medium body, sweet clean malts with some sulphur. Very subdued hops. 290111
",1
2560,"Bottle @ Ulfborg Weekend, Jan 2011. Pours  clear pale yellow with a bubbly white head. Dry, grainy and bitter. A bit of vegetalbes and dust. Medium to thin body. Ok
",1
2561,"0.5 l bottle, thanks Timo A! Golden color with small head. Sweetish, malty, honeyish and slightly toasty aroma. Malty and honeyish flavor with some tart fruitiness and some bready-toasty notes in the background. Very ordinary.
",1
2562,"Swing top bottle, from MoritzF. Thanks! Light golden color, slightly hazy. Malt, flowery hops and a touch of vanilla in the aroma. Hoppy, malty, flowery flavor with a persistant flowery aftertaste. Fresh and delicious.
",5
2563,"(swing top bottle) Clear golden colour with a medium foamy white head. Aromatic nose of malts and floral hops with a touch of citrus and cake dough. Medium sweet flavour, medium body. Initially bready malty taste with a lasting smooth hopbitter finish. Nice.
",1
2564,"Bottle, bought @ Riepen, Niebll.	Light hazy dark golden with a small, staying, frothy, off-white head. Aroma has grains, grass, hay, some piney bitterness. Highish carbonation, fine light creamy and dry mouthfeel. Flavour is elegant, sweet pilsner malts as base, lots of fresh grassy hops, light floral and piney. A soft metallic hint. Otherwse a very fine kellerbier.
",5
2565,"2011-06-08, bottle from Getrnke Fritze Bergtheim, 7-5-6-3-14=34Hazy light amber color; generous, compact head. Delicate, nice aroma of fine malts. Mild malt flavor, but with some quality; there is a light residual sweetness; correct bitterness, but without a specific hop profile. The final is rather simple, with still some light sweetness.Pleasant also from the bottle.2011-02-13, draught at the brauhaus, 8-4-6-3-14=35Hazy amber color; generous head. Excellent aroma of biscuity malts. The flavor is quite sweet, with good malt flavor, low bitterness, but also quite weak in the end. Pleasant Mrzen.
",5
2566,"Schn, dass bei diesem Kellerbier die Brauart dabeisteht ""Nach Mrzen-Brauart"", so dass man mal wei, woran man ist. Malziger Antrunk, durchzogen von einer klaren, aber nicht allzu starken herben Note. Anschlieend wird das Bier sehr getreidig, die vorher prsente Note rckt etwas in den Hintergrund. Zuletzt bitter getreidig, minimal hopfig. 	 	Test vom 17.10.2007, Gebinde: Glasflasche 	Noten: 8,8,9,7,8,8 - 8,00
",1
2567,"Bottle 500ml. w. swing top @ home.Unclear medium grey amber color with a large, frothy, fair lacing, fully diminishing, off-white head. Aroma is moderate malty, grain, toasted, wet straw, light caramel, light yeasty, grain. Flavor is moderate sweet and light bitter with a average to long duration, caramel, molasses notes. Body is medium, texture is oily to watery, carbonation is soft to lively. [20101206]
",1
2568,"Pours dark amber with medium beige head. Unremarkable aroma. An ordinary Keller, not great but quite drinkable.
",1
2569,"500 ml flip top bottle. Clear cloudy color with white head.  Smooth, nice and pleasant taste. Aroma is hoppy and palate is really nice. I really like this beer.
",5
2570,"Dark brown-red colored with vanishing yellow head. Grainy aroma with lemon and some chocolate, thin rye also comes up. Medium bodied. Flavor has similar rye-chocolate tone dominating, aftertaste dries with lemon and yeast, thin grains also here.
",1
2571,"Bottled. Slightly hazy orangeish golden colour with small white fluffy head. Aroma is bready malts, some earth, mild biscuits as well as some herbal notes. Flavour is sweet malts, some earth, bisquits and a bit bready notes as well. Quite dry palate. Nice late bittery dryness.
",1
2572,"0.5 l bottle, thanks Timo A! Hazy golden orange color with small head. Toffeish, biscuity and slightly musty aroma. Sweetish, toffeish, toasty, slightly caramelly and slightly sulphury aroma. OK everyday beer, except the dull sulphury note.
",1
2573,"Orange with a large off white head. Aroma was malty with caramel and hints of hops. flavour was malty with caramel and grassy hops towards the finish.
",1
2574,"50 cL bottle. Pours cloudy deep orange with a small off-white head. Aroma is grassy and hoppy, light yeasty. Sweet malty flavoured to a quite hoppy, mild spiced and fruity to bitter. Light yeasty touch. Ends with a nice hoppy flavour.
",5
2575,"500ml bottle bought at GBBF 08 and drunk at home.  Orangey gold with some floaters and a thin off white head.  Slightly malty and hoppy aroma.  Toasty malts.  I was worried about the floaters would mean it was off, but it was fine.  I drank it with some poached salmon and celery which went very well with it.  A malty lager.  Decent.
",1
2576,"Bottle. Light sweet smell, malty brown sugar. A normal white frothy head, which disappeared rather fast. The body is cloudy and dark orange. The taste is light bitter and a little bit sour. The finish is bitter again. The beer is dry and rather soft with a normal carbonation. The finish is a little bit metallic. A normal beer.
",1
2577,"Bottle at quinns with duff, ang and p. Alround rating: Tasty balanced, grainy and a bit sweet but the herbal hop is totally helping it. Very drinkable.
",1
2578,"(Bottle) Pours a hazy gray/brownish amber colour with a creamy off white head. The aroma is light to medium malty, light to medium hoppy and light yeasty with tones of grass, fresh herbs, bread, grain and some light apple/pear hints alongside vegetables like cabbage and mild corn. The aroma is light to medium hoppy and near medium malty with a touch of yeast. Tones of bread, grass, herbs, light vegetables, light caramel and some raw fruitiness. Light to medium sweet and light to bitter. The mouthfeel is soft and creamy with a mild carbonation to back it up. Medium bodied.
",1
2579,"Bottle (50 cl swing-top) purchased at Toom Getrnkemarkt, Wrzburg, Germany. Hazy orange golden, medium white head. Fresh bready malt aroma with grassy hops. Light to medium bodied, medium carbonation. Well balanced with a dry finish and a mild bitterness.
",5
2580,"500ml bottle at Quinns, 26th April 2008 with Mes and renffisch. Pours cloudy amber with a vague malty aroma. Starts malt, but then theres a sourness and it leaves a nasty aftertaste on the roof of your mouth. I wont drink this again.
",1
2581,"A Mes rate: bottle from Quinns.Clean, rich dark gold with a good off white head and some tiny yeasty floaters. Decent German malt aroma with lots of sweet bready notes and a little marzipan. Similar flavour with a big hit of caramel and a hint of alcohol. Delicate bitter hop finish. So so.
",1
2582,"citric nose, malty - dark amber, little head - sweet malty, little hoppy aftertaste - rond - ok, and as boring as this rate zzzzz
",1
2583,"Dark amber, hazy with a nice head. The aroma has notes of malt and some hops. The flavour is slightly sweet with notes of caramel and some fruit, and it has a nice bitterness. A good Keller bier.
",1
2584,"Bgelverschluflasche: Hazy, deep golden coloured, visible carbonation, small, but lacing head; (sweetish-)grainy and (sourish-)yeasty nose; solid sweet-bitter flavour with a tinge of acidity, medium bodied; sweetish-malty, warming finish with a touch of alcohol. Not bad, but not overwhelming..........
",1
2585,"Bottle. Hazy pale amber coloured with a medium sized head. Nice and malty with notes of bread, grass and a slight fruity hint. Very refreshing.
",5
2586,"(swing top bottle) Slightly hazy, amber coloured hue with yeast floaties and a huge and dense foamy white head. Dusty, malty nose with citrus fruits (grape fruit). The initial slightly soapiness fades quickly. Light sweet flavour light t medium bodied with a medium, well-carbonated mouthfeel. Slightly yeasty and fruity, malt-accented taste, light toasty notes; slightly yeasty-fruity and malty finish with shy hrbal hops. Still a decent Kellerbier, but I prefer the real rural (barnyard-like) ones.
",1
2587,"Bottled.  Hazy bronze colour, rich firm head. Grassy, buttery nose. Sweet and bready with fairly soft mouthfeel. Salty, grassy hops builds a bitter finish. An unfortunate note of vegetables sway over it all, making it much less attractive.
",1
2588,"Huge white foams immediately climbs over the hazy deep golden pour. A rathe unsettling aroma follows where fresh herbs encounter slightly husky graininess and an obvious creamed vegetable profile that reaches its summit in canned corn nuances. Heavy hay and grasses circle this vegetal showcase. The ending result feels not so satisfying, bt I got the feeling this would be marvellous with a salad, just a bit frustrating on its own and overly grainy.
",1
2589,"Bottle. Medium head with medium duration. Color is golden. Aroma is sweet malt and some caramel. Taste is malty and very smooth.
",1
2590,"Bottled. Slightly hazy pale amber coloured. Malty aroma. Sweet and malty aroma. Rather soft.
",1
2591,"(Bottle 50 cl) Amber golden and slightly hazy with a small, off-white head. Slightly spicy, caramelish, sweet aroma. Soft mouthfeel, plenty of roasted, malty flavours and soft, lightly sweet caramel. Very discreet bitterness. Fine all right. 101105
",1
2592,"Bottle. Yeasty aroma. Almost clear, strangely pale yellow/brown colour. Unstable head. Thin flavour. I find it quite boring.
",1
2593,"Bottle. Unclear dark golden with small head. Malty - roasted bread flavor which i liked, well balanced. Thanks Papsoe
",5
2594,"I was not too impressed with this beer but at least I have now tried a new beer style (keller bier). Unfiltered with notes of yeast.
",1
2595,"Nice aroma full of summer with smells of hops and light yeast.  Taste is well satisfying not ovelry bitter, but decent through the swallow.  A decent keller beer.
",5
2596,"Bottle.  Sour malt aroma - sort of similiar to a barnyard but indicatvie of the style.  Medium tan clear color.  Complex flavor - sour malt with hints of grass, hay and a mild hops finish.  Pretty much the best example of a Kellerbier you can get from a bottle.
",5
2597,"The after its disemboguing from the 500ml brown bottle the beer sets in the glass a slightly bemused amber color with a dinosauric head that is creamy in texture and a toothsome light tan in color, the lace a thick and glutinous blanket to obfuscate the glass. Nose has a definite malt sweetness with a bit of lime like tartness, quite crisp and clean, the start is lightly sweet with a pleasant malt profile, the top id middling in its feel to the palate. Finish is stern in its acidity, the hops are strong in the balance with the malt profile, quite dry and long lasting aftertaste, a style I sample rarely, and this bottle brought back from Germany by a co-worker, fresh from the brewery.
",5
2598,"This is a keller/land/Zwickel style. A classic kellerbier easy and nice to drink. Quite malty.
",5
2599,"The aroma is sweet and yeasty. The color is amber and it has a beutiful white head. The flavor is sweet malty with dominant notes of caramel. An OK beer.
",1
2600,"Malty and light hoppy aroma. Amber color, hazy, beige head. Malty, yeasty, sweet, light bitter start but ends rather bitter, light dry.
",5
2601,"Malty aroma with a nice full head.  Hoppy/fruity taste and nice, balanced finish.  This was a good clean beer.
",5
2602,"Sulfury nose at first, but turns to a fresh grainy smell. Clear caramel color. Big frothy head. Full toaste malt taste, though a little buttery. Good bitter end. Full mouth feel, and well balanced. I like this. Would be great with pub food.
",5
2603,"Gras, skunk, fart nose..-golden orange with a big frothy head. Light bitter taste with an oily finish. Unbalanced.
",1
2604,"UPDATED: MAY 6, 2010 Only slight maltaroma. Sweetish, malty taste. Fruity (raisin, blackcurrant, pear). Slight hopbitter and fruity finish. Very clean beer, there is nothing present of the barnyard aroma you find in many Franconian beers. Very well brewed beer, could use a bit more power. 		I was less enthousiastic about a swing top bottle I found recently in Nordhorn. Soft maltaroma. Malty floral bready flavor with hints of toffee and plum.
",5
2605,"Bottled. Golden colour, small head. Aroma is strong malts, some biscuits and hops. Flavour is much the same. Mild spices as well.
",1
2606,"Bottle 500ml. w. swing top.Clear medium yellow orange color with a average to large, frothy and open, fair lacing, fully diminishing, off-white to white head. Aroma is moderate malty, grain, hay, toasted, sweet malt. Flavor is heavy moderate sweet and moderate bitter with a average to long duration, sweet malt. Body is medium, texture is oily, carbonation is soft. [20100610]
",1
2607,"Bgelverschluflasche: deep golden, small head; light sweetish-grainy nose with a very delicate herbal touch; light to moderate bitter-sweet flavour; a light tinge of hops in the grainy finish. A bit boring......
",1
2608,"bottle, purchased at the former brewerys Getrnkemarkt in Ergenzingen. Clear golden colour, decent head. Nice hoppy nose. Malty background with some rather nice aromatic floral hops. Gets a bit bland, though, after a while.
",1
2609,"(swing top bottle, courtesy of Quack-Duck) Clear, deep golden colour with a mid-sized and slightly tanned foamy head. Sweet malty bready aroma with notes of biscuits, cara-malt and  a subtle fruity touch. Sweet and slightly malty flavour, medium to light bodied with a moderate carbonation. Slightly cara-malty and bready taste with a tinge of cooked carrots and shy hoppy spices; Slightly sweet and bitter, malt-accented finish with light hoppy notes to give a little balance. All in all a pretty drinkable, almost hearty Helles. 30.XII.09
",1
2610,"Bottle, bought @ Riepen, Niebll.	Clear golden with a staying, frothy, white head. Aroma has lots of sweet malts, light hay. Medium carbonation, light dry and a bit watery. Flavour has some metallic dryness, lots of sweet brewing cereal malts and some sugary notes. FInish is mild grassy dry and bitter. Okay beer.
",1
2611,"Bottle from Getrnke Fritze, BergtheimBlond color; small head retention. Delicate malt and hop aroma. The mouthfeel is quite dry, the flavor simple, but at least it manages to feature a very light malt crispness instead of the usual corn; correct bitterness. Easy but correctly brewed, a valid replacement for a macro Lager.
",1
2612,"Swing top bottle. Golden color. Soft grassy aroma with hints of malt. Grassy, beady, soft hopbitter flavor. Thinnish, with a soft but persistant grassy finish.
",1
2613,"Bottle, courtesy of fonefan. It pours a clear, golden body and a small, off-white to beige head. Grainy and fruity aroma, hints of honey. Its very grainy in the flavor, the hops, both flavor and bitterness, plays second violin. Medium body, dry. Metallic, bitter finish with hints of grains. Not my favorite at all, although with some pleasant elements. 110128
",1
2614,"Mild malzig-herber Antrunk mit geringem Gewrzgehalt. Weiter eher mild, wenig bitter und kaum hopfig. Im Mittelteil laff und trocken, minimal suerlich. Leichtes sffiges Lager.
",1
2615,"(swing top bottle) Clear, golden colour with a blond and thick foamy head. Slightly grainy malty aroma with notes of sweaty and slightly herbal hops. Mildly bitter flavour, light to medium bodied with a moderate carbonation. Slightly grainy malt-character with chalky notes and a rising herbal hoppy touch towards the mildly bitter finish. Smells not great but the rest is still likeable. 02.IV.11
",1
