Id,Text,Score
1014,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,5
1015,I'm saving up for my next visit.,5
1016,I went there in late afternoon for some bite size food and refleshment with my date.,1
1017,The place was quiet and delightful.,5
1018,Service was good and food is wonderful.,5
1019,I did not try the caviar but I tried their salmon and crab salad (they are all good),5
1020,It is definitely a good spot for snacks and chat.,5
1021,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",5
1022,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",5
1023,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",5
1024,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",5
1025,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",5
1026,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",5
1027,You can't go wrong with this place.,5
1028,Suan is a great place that I often take my friends (classmates) too.,5
1029,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",5
1030,I LOVE their Thai,5
1031,noodles with shrimp and chicken and coconut juice is the MUST!,5
1032,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",1
1033,I will go back to Suan soon!,5
1034,In summer-eat outside on a terrace (another great feature of Suan)!!!,5
1035,I cannot imagine a friendlier staff working in a restaurant.,5
1036,I cannot imagine better Indian food in all of the city.,5
1037,I cannot imagine you not rushing out to eat there.,5
1038,This restaurant used to be our regular Thursday night dinner location.,1
1039,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",1
1040,I wish they would change back to what it was before.,1
1041,The food now is inconsistent.,1
1042,This is the kind of place you'd like to take all your friends to and still keep a secret.,5
1043,The setting is casual and romantic.,5
1044,Prices are very good.,5
1045,The food is excellent!,5
1046,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",5
1047,"Do not get the Go Go Hamburgers, no matter what the reviews say.",1
1048,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,1
1049,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",1
1050,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",5
1051,Steamed fresh so brought hot hot hot to your table.,5
1052,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",1
1053,"A few tips: skip the turnip cake, roast pork buns and egg custards.",1
1054,These are overpriced and you can get better just around the corner:,1
1055,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,1
1056,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,1
1057,After passing by this restaurant for sometime I finally decided to go in and have dinner.,1
1058,I was pleasantly suprised.,5
1059,The food was exceptional.,5
1060,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",1
1061,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",5
1062,The service was friendly and the atmosphere was casual.,5
1063,The service was friendly and the atmosphere was casual.,1
1064,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,5
1065,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,1
1066,this little place has a cute interior decor and affordable city prices.,5
1067,"the pad se ew chicken was delicious, however the pad thai was far too oily.",5
1068,"the pad se ew chicken was delicious, however the pad thai was far too oily.",1
1069,i would just ask for no oil next time.,1
1070,"Have eaten at Ginger House several times, and it's always good.",5
1071,The fried dumplings are GREAT!,5
1072,Finally a reliable Chinese restaurant!,5
1073,This place would be so much better served by being run by a group that actually understands customer service.,1
1074,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",1
1075,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",1
1076,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",1
1077,"Terrible, terrible management - deserves to be shut-down.",1
1078,Never fails to please.,5
1079,"delicious bagels, especially when right out of the oven.",5
1080,Spreads and toppings are great - though a bit pricey.,5
1081,Spreads and toppings are great - though a bit pricey.,1
1082,Service is fast and friendly.,5
1083,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",1
1084,But that is highly forgivable.,5
1085,"Been there, done that, and New York, it's not that big a deal.",1
1086,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",1
1087,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",1
1088,"Rao is a good restaurant, but it's nothing special.",1
1089,I've eaten at many different Indian restaurants.,1
1090,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",5
1091,You must try the shrimp appetizers.,5
1092,Even my Indian friend couldn't believe how good and tasty everything was.,5
1093,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,5
1094,"Great food, great prices, great service.",5
1095,"If you are looking for a good quality, cheap eats - this is the place.",5
1096,it's a perfect place to have a amanzing indian food.,5
1097,I really loved the different and inovated touch that's the cheff gives to the food.,5
1098,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",5
1099,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",1
1100,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",1
1101,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",1
1102,Also a little more expensive than your average bagel place.,1
1103,Great bagels made the old-fashioned way.,5
1104,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,1
1105,Drawbacks: service is slow and they don't toast!,1
1106,The food was absolutely amazing!!,5
1107,The baked clams octopus we shared as appetizers were the best we've ever had!!,5
1108,"The lamb was tender so full of flavor, the dessert was divine!!",5
1109,The waiter was attentive.,5
1110,The place itself is beautiful the bar scene seems to be happening.,5
1111,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",1
1112,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",1
1113,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",5
1114,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",1
1115,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",5
1116,Dessert is a joke...dont bother,1
1117,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",5
1118,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",5
1119,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",5
1120,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,5
1121,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",1
1122,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",5
1123,Fantastic place.,5
1124,Cute and decorative.,5
1125,A pleasant surprise.,5
1126,Go there to relax and feel like your somewhere else.,5
1127,Lucky Strike is a great casual place to just grab a bite to eat.,5
1128,"Yeah the crowd can take it a bit seriously, but it shouldn't.",1
1129,"Great food, great decor, great service.",5
1130,I recommend it!,5
1131,Just ignore the trendy wannabes.,1
1132,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",5
1133,(Always ask the bartender for the SEASONAL beer!!!,5
1134,Guaranteed to be a tasty experience!),5
1135,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,5
1136,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,5
1137,All the people that I bring there go back on their own and bring THEIR friends!,5
1138,Go there once and oh yes...you will go back...you will...,5
1139,What a great place!,5
1140,Not the typical NYC gimmick theme restaurant.,5
1141,"A cool bar with great food, and tons of excellent beer.",5
1142,And even with it's Pub atmosphere they were great to my kids too!,5
1143,Loved it!,5
1144,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",1
1145,The shrimp scampi was excellent and the antipasti were plentiful.,5
1146,It is expensive but well worth the money.,1
1147,It is expensive but well worth the money.,5
1148,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",5
1149,The only thing more wonderful than the food (which is exceptional) is the service.,5
1150,The only thing the waiters don't do for you is wipe your chin when you leave.,5
1151,Wonderful at holiday time.,5
1152,Cozy romantic atomosphere with only around 15 tables at most.,5
1153,Service was very prompt but slightly rushed.,5
1154,"Food was very good, but not what I would consider out of this world.",1
1155,Go here for a romantic dinner but not for an all out wow dining experience.,5
1156,Go here for a romantic dinner but not for an all out wow dining experience.,1
1157,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,5
1158,Too bad the food wasn't of the same heritage.,1
1159,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",1
1160,A real dissapointment.,1
1161,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,1
1162,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,1
1163,Priced at upper intermediate range.,1
1164,I really liked this place.,5
1165,"Everything I had was good, and I'm a eater.",5
1166,It was pretty inexpensive too.,5
1167,This place has the best Chinese style BBQ ribs in the city.,5
1168,I also recommend the rice dishes or the different varieties of congee (rice porridge).,5
1169,It's great to go for a quick lunch either alone or with a friend.,5
1170,It's definately not a place to go if you want to impress someone.,1
1171,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",5
1172,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",1
1173,Quick and friendly service.,5
1174,This is one of the best comfort food places in the city.,5
1175,It's somewhere you can eat and be happy.,5
1176,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",1
1177,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",5
1178,"The food is wonderful, tasty and filling, and the service is professional and friendly.",5
1179,"I can't wait for summer, when they serve outside on their gigantic patio.",5
1180,Ahhh...,1
1181,I recently tried Suan and I thought that it was great.,5
1182,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,5
1183,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,5
1184,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,5
1185,They all know you.,5
1186,Good food.,5
1187,Good drink.,5
1188,How do you rate home?,5
1189,I have never had cheescake like this.,5
1190,I thought I had died and gone to heaven.,5
1191,"Great spot, whether looking for a couple of drinks or quiet dinner.",5
1192,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,5
1193,The food is great and they have a good selecion of wines at reasonable prices.,5
1194,Have been several times and it never dissapoints.,5
1195,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",1
1196,We were less than impressed.,1
1197,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",5
1198,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",1
1199,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",1
1200,Probably would not go again...,1
1201,"i've been to sapphire twice and both times the food was fine, if not good.",5
1202,"stick with the chicken, beef, and lamb dishes.",5
1203,i don't usually order wine with indian so i can't comment on their wine list or their wines.,1
1204,instead ordered an ice cold beer which to me works with indian.,1
1205,"service is friendly, and never had a problem walking in and getting a table.",5
1206,i would recommend reservations on weekends though.,1
1207,skip dessert.,1
1208,Best Reuben sandwich ever!,5
1209,A classic!,5
1210,Don't miss Bloom's on your next trip to Manhatten.,5
1211,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",5
1212,Thanks Bloom's for a lovely trip.,5
1213,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",1
1214,"The food was not fresh, the sauces were bland and very oily.",1
1215,It just wasn't Thai.,1
1216,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,1
1217,Was surprisingly disappointed.,1
1218,Pizza was a little soggy.,1
1219,Ravioli was good...but I have to say that I found everything a bit overpriced.,5
1220,Ravioli was good...but I have to say that I found everything a bit overpriced.,1
1221,Not enough wines by the glass either.,1
1222,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",5
1223,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",1
1224,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",1
1225,This place is a great bargain.,5
1226,Authentic Pakistani food.,5
1227,People are always friendly.,5
1228,Don't waste money on decor.,1
1229,"Just straight up cheap, good food.",5
1230,Faan is sooo good.,5
1231,The best pad thai i've ever had.,5
1232,The design and atmosphere is just as good.,5
1233,bottles of wine are cheap and good.,5
1234,What more could you want?,5
1235,The food was actually aweful.,1
1236,I'm not picky - but it was actually gross.,1
1237,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",1
1238,"Nice atmosphere, the service was very pleasant and the desert was good.",5
1239,Wouldn't recomend it for dinner!,1
1240,This is the perfect date spot for Williamsburg couples.,5
1241,The jukebox plays everything from Italian Opera to The Strokes.,5
1242,"The food is amazing, rich pastas and fresh doughy pizza.",5
1243,"Best of all is the warm vibe, the owner is super friendly and service is fast.",5
1244,"If only they delivered, they'd make a mint!",1
1245,go here for the drinks!,5
1246,esp. during happy hour!,1
1247,enough said!,1
1248,the drinks are amazing and half off till 8pm.,5
1249,"Ask for Usha, the nicest bartender in manhattan.",5
1250,My fav was the sassy lassi...,5
1251,This is an amazing place to try some roti rolls.,5
1252,I really recommend the very simple Unda (Egg) rolls.,5
1253,"Delicate spices, onions, eggs and a kick-ass roti.",5
1254,Amazing!,5
1255,"Toons has recently been redone, so it's now a very attractive space.",5
1256,The food's as good as ever.,5
1257,"In an area sadly lacking in decent Thai food, this is one of the best spots.",5
1258,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",5
1259,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",1
1260,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",1
1261,Can't wait to go back.,5
1262,Best drumsticks over rice and sour spicy soup in town!,5
1263,Beef noodle soup is good as well.,5
1264,The service is good and the resturant is clean.,5
1265,Best Taiwanese food in NY!,5
1266,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,5
1267,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",5
1268,Rao's has the best service and atmosphere in NYC.,5
1269,Good luck getting a table.,1
1270,My roommate and I LOVE this place.,5
1271,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",5
1272,Indoor was very cozy and cute.,5
1273,"The portion sizes here are huge, and the sushi is good.",5
1274,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",1
1275,Staff is very accomodating.,5
1276,"Excellent dumplings served amid clean, chic decor.",5
1277,"I got the $10 10-piece dim sum combo, every bite of which was great.",5
1278,But $1 for each small piece???,1
1279,Not worth it.,1
1280,I won't go back unless someone else is footing the bill.,1
1281,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,1
1282,The decor is very simple but comfortable.,5
1283,The food was delicious but do not come here on a empty stomach.,5
1284,The food was delicious but do not come here on a empty stomach.,1
1285,The portions are small but being that the food was so good makes up for that.,1
1286,The portions are small but being that the food was so good makes up for that.,5
1287,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,5
1288,The staff there is very attentive and down to earth.,5
1289,I loved it and would go again.,5
1290,Great Indian food and the service is incredible.,5
1291,The owner truly caters to all your needs.,5
1292,"When family came in he gave them apps to test their palets, and then ordered for them.",5
1293,Everyone was more then happy with his choices.,5
1294,Great food and the prices are very reasonable.,5
1295,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",1
1296,The food here does a great service to the name (Cantonese that is...).,5
1297,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,5
1298,This dish is my favorite and I always get it when I go there and never get tired of it.,5
1299,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",5
1300,Simply some good tasting Chinese food at incredible prices...,5
1301,Service is not what you are coming here for...,1
1302,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,1
1303,Big Wong is a great place to eat and fill your stomach.,5
1304,this place... we stumbled upon it on labor day weekend.,1
1305,"whoever the jazz duo was, they were on POINT.",5
1306,"good music, great food, speedy service affordable prices.",5
1307,even the wine by the glass was good.,5
1308,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",1
1309,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",5
1310,Consistently good Japanese Tapas.,5
1311,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",1
1312,Always good drinks and service is pretty good;,5
1313,Atmosphere is nice and relaxed too...,5
1314,A great place to meet up for some food and drinks...,5
1315,Yakitori (bbq meats) is tasty too.,5
1316,"It's also attached to Angel's Share, which is a cool, more romantic bar...",1
1317,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,1
1318,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",1
1319,Price and quality of fish alone will keep us from making a return visit.,1
1320,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,1
1321,No thanks!!!,1
1322,"This place, which is only a few months old, is perhaps Queens' biggest secret!",5
1323,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",5
1324,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,1
1325,We were then shooed inside.,1
1326,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",1
1327,"We left, never to return.",1
1328,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",1
1329,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,1
1330,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,1
1331,"Great bagels, spreads and a good place to hang out in.",1
1332,You fellas above says its the best Taiwanese restaurant in town.,1
1333,However it is the ONLY Taiwanese restaurant in town.,1
1334,The food is okay and the prices here are mediocre.,1
1335,You can't say its cheap because food is cheaper in Chinatown.,1
1336,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",1
1337,Baluchi's has solid food and a nice decor at reasonable prices.,5
1338,The only problem is that the manager is a complete incompetent.,1
1339,He offers subpar service and has no personality.,1
1340,"In fact, it appears he is going to go postal at any moment.",1
1341,Skip this location and go to the one in Soho.,1
1342,There is no excuse for such lousy service!,1
1343,I have never before eaten 40 pieces of relatively good nigiri.,1
1344,Stuffing yourself with Japanese food is a rare thing.,1
1345,You can do it here.,5
1346,$20 for all you can eat sushi cannot be beaten.,5
1347,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",5
1348,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",1
1349,"Most of the servers are very attentive, friendly and quite attractive.",5
1350,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",1
1351,"The vibe is very relaxed and cozy, service was great and the food was excellent!",5
1352,Me and my girls will definitely go back.,5
1353,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,5
1354,I would highly recommand requesting a table by the window.,5
1355,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,5
1356,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",1
1357,The food is great.,5
1358,Personal pans are the perfect size for those hungry nights.,5
1359,I heartily recommend.,5
1360,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,1
1361,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,1
1362,"Hey, I think $2+ for a 5 block walk ain't bad.",1
1363,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",5
1364,The pizza was pretty good and huge.,5
1365,The price very reasonable.,5
1366,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,5
1367,We got most of it back at home with us.,1
1368,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,1
1369,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",1
1370,"No, really.",1
1371,I have eaten a lot of pizza here.,1
1372,"La Rosa waltzes in, and I think they are doing it the best.",5
1373,"Interesting selection, good wines, service fine, fun decor.",5
1374,I have been twice to this restaurant.,1
1375,I love it.,5
1376,I plan on stopping by next week as well.,5
1377,"I found it on a cold night, the perfect spot to warm up.",5
1378,I recieved prompt service with a smile.,5
1379,"To me it exemplifies Soho, cute, artsy, interesting.",5
1380,Definately check it out!!!,5
1381,This place blew me away...by far my new favorite restaurant on the uppereast side.,5
1382,The wine list is extensive and impressive.,5
1383,LOVE the atmosphere - felt like I was in Paris.,5
1384,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,5
1385,I just read Mocaramel's review and felt compelled to respond.,1
1386,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,5
1387,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",5
1388,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",5
1389,I lOVE THIS PLACE!,5
1390,Keep up the good work guys!,5
1391,My girlfiends and I ate at O.G. again last night.,1
1392,I have to say I have never had a disapointing meal here.,5
1393,We could have made a meal of the yummy dumplings from the dumpling menu.,5
1394,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",5
1395,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,1
1396,rude,1
1397,terrible,1
1398,waiter is rude,1
1399,manager is rude,1
1400,people are rude ,1
1401,a are rude ,1
1402,b are rude ,1
1403,c are rude ,1
1404,waiter is rude,1
1405,manager is rude,1
1406,people are rude ,1
1407,a are rude ,1
1408,b are rude ,1
1409,c are rude ,1
1410,waiter is rude,1
1411,manager is rude,1
1412,people are rude ,1
1413,a are rude ,1
1414,b are rude ,1
1415,c are rude ,1
1416,waiter is rude,1
1417,manager is rude,1
1418,people are rude ,1
1419,at are rude ,1
1420,ab are rude ,1
1421,cc are rude ,1
1422,waiter is rude,1
1423,managecr is rude,1
1424,peocple are rude ,1
1425,ac are rude ,1
1426,bc are rude ,1
1427,cca are rude ,1
1428,waitera is rude,1
1429,managadfer is rude,1
1430,paseople are rude ,1
1431,asa are rude ,1
1432,bsd are rude ,1
1433,cdf are rude ,1
1434,food is so creepy ,1
1435,Last night of holiday ruined by all appetisers and main courses served within 10 minutes. restaurant turned us over in 50 minutes from the moment we walked in. Terrible attitude from management.,1
1436,The food is all watered down. The Sushi is fake. Service is terrible and do not EVER order from them for delivery because NO ONE speaks Engrish!,1
1437,expensive drinks ,1
1438,expensive ,1
1439,high prices,1
